database_name,table_schema,table_name,column_name,data_type,ordinal_position,Description,Use_it,column_ID,unique_count,row,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_PATHOLOGY_DIAGNOSIS_CODE_BRIDGE,DIAGNOSIS_CODE_DK,STRING,10,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_PATHOLOGY_DIAGNOSIS_CODE_BRIDGE.DIAGNOSIS_CODE_DK,24471,1817,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_SURGICAL_CASE_DIAGNOSIS,DIAGNOSIS_CODE_DK,STRING,11,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_SURGICAL_CASE_DIAGNOSIS.DIAGNOSIS_CODE_DK,35036,4975,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CARE_PLAN_CURRENT_DIAGNOSIS,DIAGNOSIS_CODE_DK,STRING,17,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CARE_PLAN_CURRENT_DIAGNOSIS.DIAGNOSIS_CODE_DK,37390,3084,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS_ITEM_DIAGNOSIS,DIAGNOSIS_CODE_DK,STRING,14,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS_ITEM_DIAGNOSIS.DIAGNOSIS_CODE_DK,87749,3208,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_APPOINTMENT_INDICATION_BRIDGE,DIAGNOSIS_CODE_DK,STRING,11,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_APPOINTMENT_INDICATION_BRIDGE.DIAGNOSIS_CODE_DK,88983,1108,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_CODE_DK,STRING,20,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_CODE_DK,166245,3456,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_CODE_DK,STRING,20,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_CODE_DK,217553,3396,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_CODE_DK,STRING,7,"Unique code that identifies the diagnosis associated with the data, which is preserved across tables",,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_CODE_DK,1117259,1321,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_COMMENTS,STRING,25,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_COMMENTS,6225655,3461,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_COMMENTS,STRING,25,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_COMMENTS,6684120,3401,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_BN,DIAGNOSIS_DATE_DK,INT64,17,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_BN.DIAGNOSIS_DATE_DK,3826,3423,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CARE_PLAN_CURRENT_DIAGNOSIS,DIAGNOSIS_DATE_DK,INT64,11,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CARE_PLAN_CURRENT_DIAGNOSIS.DIAGNOSIS_DATE_DK,10295,3078,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_DATE_DK,INT64,17,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_DATE_DK,17918,3453,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_DATE_DK,INT64,17,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_DATE_DK,18331,3393,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_DESCRIPTION,STRING,13,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_DESCRIPTION,576809,1327,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CARE_PLAN_CURRENT_DIAGNOSIS,DIAGNOSIS_DTM,DATETIME,13,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CARE_PLAN_CURRENT_DIAGNOSIS.DIAGNOSIS_DTM,omitted,3080,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_DTM,DATETIME,19,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_DTM,omitted,3395,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_BN,DIAGNOSIS_DTM,DATETIME,19,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_BN.DIAGNOSIS_DTM,omitted,3425,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_DTM,DATETIME,19,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_DTM,omitted,3455,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_BN,DIAGNOSIS_FPK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_BN.DIAGNOSIS_FPK,9444503,3413,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_FPK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_FPK,565938262,3443,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_FPK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_FPK,999972035,3383,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_GROUP,STRING,16,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_GROUP,342,1330,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_METHOD_CODE,STRING,21,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_METHOD_CODE,8,3397,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_METHOD_CODE,STRING,21,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_METHOD_CODE,8,3457,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_METHOD_CODE,STRING,9,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_METHOD_CODE,31,1323,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_METHOD_DESCRIPTION,STRING,14,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_METHOD_DESCRIPTION,31,1328,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_METHOD_NAME,STRING,10,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_METHOD_NAME,34,1324,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DIAGNOSIS_CODE,DIAGNOSIS_NAME,STRING,12,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DIAGNOSIS_CODE.DIAGNOSIS_NAME,542092,1326,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_TIME_DK,INT64,18,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_TIME_DK,1114,3394,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_TIME_DK,INT64,18,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_TIME_DK,1114,3454,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CARE_PLAN_CURRENT_DIAGNOSIS,DIAGNOSIS_UPDATE_DATE_DK,INT64,14,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CARE_PLAN_CURRENT_DIAGNOSIS.DIAGNOSIS_UPDATE_DATE_DK,847,3081,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CARE_PLAN_CURRENT_DIAGNOSIS,DIAGNOSIS_UPDATE_DTM,DATETIME,16,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CARE_PLAN_CURRENT_DIAGNOSIS.DIAGNOSIS_UPDATE_DTM,omitted,3083,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CARE_PLAN_CURRENT_DIAGNOSIS,DIAGNOSIS_UPDATE_TIME_DK,INT64,15,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CARE_PLAN_CURRENT_DIAGNOSIS.DIAGNOSIS_UPDATE_TIME_DK,844,3082,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,DIAGNOSIS_VISIT_NBR,INT64,23,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.DIAGNOSIS_VISIT_NBR,59969489,3459,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,DIAGNOSIS_VISIT_NBR,INT64,23,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.DIAGNOSIS_VISIT_NBR,73825882,3399,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,ImagingStudy,dicom_identifier_value,STRING,7,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.ImagingStudy.dicom_identifier_value,33276691,457,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,DISCHARGE_DATE_DK,INT64,23,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.DISCHARGE_DATE_DK,10091,3173,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_DATE_DK,INT64,21,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.DISCHARGE_DATE_DK,11610,2929,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_DATE_DK,INT64,21,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_DATE_DK,18705,3591,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DISCHARGE_DISPOSITION,DISCHARGE_DISPOSITION_CODE,STRING,8,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DISCHARGE_DISPOSITION.DISCHARGE_DISPOSITION_CODE,509,1338,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DISCHARGE_DISPOSITION,DISCHARGE_DISPOSITION_DESCRIPTION,STRING,9,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DISCHARGE_DISPOSITION.DISCHARGE_DISPOSITION_DESCRIPTION,550,1339,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_DISPOSITION_DK,STRING,40,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.DISCHARGE_DISPOSITION_DK,260,2948,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_DISPOSITION_DK,STRING,37,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_DISPOSITION_DK,301,3607,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_DISCHARGE_DISPOSITION,DISCHARGE_DISPOSITION_DK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_DISCHARGE_DISPOSITION.DISCHARGE_DISPOSITION_DK,730,1337,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_DTM,DATETIME,23,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.DISCHARGE_DTM,omitted,2931,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,DISCHARGE_DTM,DATETIME,25,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.DISCHARGE_DTM,omitted,3175,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_DTM,DATETIME,23,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_DTM,omitted,3593,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_LOCATION_DK,STRING,14,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_LOCATION_DK,4096,3584,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_PROVIDER_DK,STRING,11,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_PROVIDER_DK,19923,3581,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_SERVICE_DK,STRING,34,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_SERVICE_DK,594,3604,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,DISCHARGE_TIME_DK,INT64,22,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.DISCHARGE_TIME_DK,1440,2930,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,DISCHARGE_TIME_DK,INT64,24,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.DISCHARGE_TIME_DK,1440,3174,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,DISCHARGE_TIME_DK,INT64,22,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.DISCHARGE_TIME_DK,1440,3592,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_TREATMENT_PLAN,DISCONTINUE_REASON,STRING,26,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_TREATMENT_PLAN.DISCONTINUE_REASON,21,5162,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_TREATMENT_DETAIL,DISPENSE_COMMENTS,STRING,46,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_TREATMENT_DETAIL.DISPENSE_COMMENTS,24271,5135,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dispense_request_number_Of_repeats_allowed,INT64,23,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dispense_request_number_Of_repeats_allowed,97,635,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dispense_request_quantity_unit,STRING,24,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dispense_request_quantity_unit,94,636,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dispense_request_quantity_value,FLOAT64,25,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dispense_request_quantity_value,5780,637,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ORDERS,DISPENSING_LOCATION_DK,STRING,14,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ORDERS.DISPENSING_LOCATION_DK,52290,4304,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,rad11_CodeSystemFHIR,DISPLAY,STRING,10,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.rad11_CodeSystemFHIR.DISPLAY,2515930,5180,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,DocumentReference,doc_status,STRING,6,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.DocumentReference.doc_status,3,251,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,DocumentReferenceInlineContent,document_creation_date,DATE,3,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.DocumentReferenceInlineContent.document_creation_date,21285,355,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,DocumentReference,document_creation_date,DATE,3,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.DocumentReference.document_creation_date,37973,248,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,medication_administration,dosage_dose_unit,STRING,7,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.medication_administration.dosage_dose_unit,183,573,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,medication_administration,dosage_dose_value,FLOAT64,6,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.medication_administration.dosage_dose_value,33341,572,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_as_needed_boolean,BOOL,56,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_as_needed_boolean,2,668,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_dose_quantity_unit,STRING,31,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_dose_quantity_unit,139,643,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_dose_quantity_value,FLOAT64,30,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_dose_quantity_value,4034,642,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_dose_range_high_unit,STRING,36,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_dose_range_high_unit,30,648,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_dose_range_high_value,FLOAT64,29,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_dose_range_high_value,125,641,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_dose_range_low_unit,STRING,35,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_dose_range_low_unit,30,647,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_dose_range_low_value,FLOAT64,28,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_dose_range_low_value,73,640,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_range_high_value,FLOAT64,33,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_range_high_value,4994,645,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_range_low_value,FLOAT64,32,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_range_low_value,1237,644,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_dose_rate_rate_quantity_value,FLOAT64,34,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_dose_rate_rate_quantity_value,2660,646,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_route_coding_code,STRING,43,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_route_coding_code,222,655,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_route_coding_display,STRING,45,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_route_coding_display,222,657,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_route_coding_system,STRING,44,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_route_coding_system,2,656,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_text,STRING,27,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_text,omitted,639,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_timing_code_coding_code,STRING,49,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_timing_code_coding_code,5900,661,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_timing_code_coding_display,STRING,47,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_timing_code_coding_display,5900,659,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_timing_code_coding_system,STRING,46,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_timing_code_coding_system,2,658,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,MedicationRequest,dosage_instruction_timing_code_text,STRING,48,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.MedicationRequest.dosage_instruction_timing_code_text,omitted,660,
